id,material_id,ori_title,creative_id_image,creative_id_brand,creative_id_price,creative_id_promotion,level_one_category_name,is_white_image,candidate_group,candidate_group_cn,expected_best_image_route,candidate_score,selection_reason,source_table
1562711,102386,【晒单返20/国家补贴15%】Apple/苹果 iPad 11 A16芯片2025新款11代平板电脑学习官方正品旗舰 国家补贴,https://img.alicdn.com/bao/uploaded/O1CN01ThpEs71f96f0lcakM_!!6000000003963-0-yinhe.jpg,Apple/苹果,4599,满4899减300,平板电脑/MID,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1563108,102386,【国补可叠加教育优惠】Apple/苹果 iPad mini 7代 (A17 Pro)  8.3英寸 2024年新款平板电脑 绘图 网课,https://img.alicdn.com/bao/uploaded/O1CN01DoumlJ1L08ZpC7O3u_!!6000000001236-0-yinhe.jpg,Apple/苹果,3999,,平板电脑/MID,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
14405,110046,【政府补贴15%】Huawei/华为 MatePad Pro 11 平板电脑 超轻薄设计 120Hz OLED原色全面屏,https://img.alicdn.com/bao/uploaded/O1CN01UQ0uUg1yjGcEP9jNo_!!6000000006614-0-yinhe.jpg,Huawei/华为,3299,直降1400元,平板电脑/MID,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1562606,102386,【晒单返30/国家补贴15%】Apple/苹果 iPhone 16 Plus手机 A18芯片原封国行官方旗舰店苹果手机 国家补贴,https://img.alicdn.com/bao/uploaded/O1CN014GMAeC1YqQksOM9i2_!!6000000003110-0-yinhe.jpg,Apple/苹果,5999,,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1562988,102386,【需现场签收激活】Apple/苹果 iPhone 16 Pro Max 官方正品5G全新2024新款移动官旗旗舰店全网通手机,https://img.alicdn.com/bao/uploaded/O1CN01KUUVIE1ig213qpWY4_!!6000000004441-0-yinhe.jpg,Apple/苹果,10599,满7999减1400,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1563143,102386,【政府补贴500元/顺丰速发】Apple/苹果 iPhone 16e 新款 5G手机全新原封国行官方正品旗舰店优惠直降 国补,https://img.alicdn.com/bao/uploaded/O1CN01mCiB7B1XQx9rNecq7_!!6000000002919-0-yinhe.jpg,Apple/苹果,4499,,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1565591,102386,【至高立减1300/顺丰速发】Apple/苹果 iPhone 16 Pro 新款5G手机 国行原封 官方网正品旗舰店 活动优惠直降,https://img.alicdn.com/bao/uploaded/O1CN01f3PZwg1qKWJPEwcm4_!!6000000005477-2-yinhe.png,Apple/苹果,7799,补贴200元,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1562421,102386,【政府补贴15%】HUAWEI Mate 70 Pro 优享版 鸿蒙AI红枫原色影像超可靠玄武架构华为鸿蒙智能手机,https://img.alicdn.com/bao/uploaded/O1CN01QaGH5z1azi4JXQ8Vq_!!6000000003401-0-yinhe.jpg,Huawei/华为,6137,补贴62元,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1562579,102386,【优惠300元 可叠国家补贴】华为nova 14 Pro多焦段红枫质感人像北斗卫星图片消息华为官方旗舰店智能手机,https://img.alicdn.com/bao/uploaded/O1CN01LZlFIh1HCj1rt52p0_!!6000000000722-0-yinhe.jpg,Huawei/华为,3199,满3499减300,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1562680,102386,【优惠1000元】HUAWEI Mate 70 RS丨 ULTIMATE DESIGN非凡大师华为官方旗舰店鸿蒙智能手机,https://img.alicdn.com/bao/uploaded/O1CN01MU8O1E1vGSuaGuFaC_!!6000000006145-0-yinhe.jpg,Huawei/华为,10999,满10000减1000,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1563192,102386,【优惠400元 可叠国家补贴】HUAWEI Mate 70鸿蒙AI红枫原色影像北斗卫星消息华为官方旗舰店鸿蒙智能手机,https://img.alicdn.com/bao/uploaded/O1CN01auBYb61tQQF3jzYaP_!!6000000005896-0-yinhe.jpg,Huawei/华为,5099,满5000减400,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1565581,102386,【12期免息】HUAWEI Pura X 1610阔型屏鸿蒙操作系统5红枫原色影像华为官方旗舰店折叠屏手机鸿蒙智能手机,https://img.alicdn.com/bao/uploaded/O1CN01FSYDaq1PuhykYPzXq_!!6000000001901-0-yinhe.jpg,Huawei/华为,7499,,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
12625,110046,【可用政府补贴省15%】Xiaomi/小米15 手机新品上市小米官方旗舰店小米15官网正品小米手机小米15系列骁龙芯,https://img.alicdn.com/bao/uploaded/O1CN01bRG9ZM1KBkzKADopW_!!6000000001126-0-yinhe.jpg,MIUI/小米,3999,满4699减100,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1555117,102386,【享24期免息】Xiaomi MIX Flip2新品折叠屏手机小米mixflip2小米官方旗舰店徕卡光学影像,https://img.alicdn.com/bao/uploaded/O1CN01DZQOZI1yA09yxaqGU_!!6000000006537-0-yinhe.jpg,MIUI/小米,5999,,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1562954,102386,【24期免息】小米15Ultra手机新品小米手机徕卡联合研发小米官方旗舰店小米澎湃OS高通骁龙8至尊版,https://img.alicdn.com/bao/uploaded/O1CN01Sg3zw827fRtl4Vwkl_!!6000000007824-0-yinhe.jpg,MIUI/小米,6499,,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
65107,null,【自营】【国补】佳能EOS R8 全画幅专业数码微单相机 单机/套机,https://img.alicdn.com/bao/uploaded/O1CN01NLBNj11VbpLLObHgG_!!6000000002672-0-yinhe.jpg,Canon/佳能,10899,每件直降1100元,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
40322,"6,110,046",【政府补贴15%】DJI Osmo Action 5 Pro 运动相机 4K旗舰画质旅拍,https://img.alicdn.com/bao/uploaded/O1CN01vMkMAC1EsudGP7T5C_!!6000000000408-0-yinhe.jpg,DJI/大疆,3298,,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
50958,null,Sony/索尼 FE 24-70mm F2.8 GM II全画幅变焦G大师镜头SEL2470GM2,https://img.alicdn.com/bao/uploaded/O1CN01bsHySR1Y5i8T2aWTM_!!6000000003008-0-yinhe.jpg,Sony/索尼,13611,满1000减50,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
62839,null,Sony索尼 FE 35mm F1.4 GM 全画幅G大师镜头 SEL35F14GM,https://img.alicdn.com/bao/uploaded/O1CN01aMRExV1fTi7NeVDVG_!!6000000004008-0-yinhe.jpg,Sony/索尼,10047,满1000减50,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
43736,null,云犀智瞳pro直播相机专业4K高清单反相机直播娱乐带货全套设备,https://img.alicdn.com/bao/uploaded/O1CN01KmOJqb26TFZk1E6S6_!!6000000007662-0-yinhe.jpg,云犀,5049,1件减1000元,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
43751,null,云犀S7专业高清直播相机带货娱乐全套设备单反相机电脑直播专用,https://img.alicdn.com/bao/uploaded/O1CN01OxS5DT1xwid5jZGF7_!!6000000006508-0-yinhe.jpg,云犀,4999,1件减1000元,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
13915,110046,【政府补贴15%】大疆 DJI Mavic 3 Pro 御3三摄旗舰航拍机  超稳图传高清专业大师版航拍器 大疆无人机,https://img.alicdn.com/bao/uploaded/O1CN01zhxyaX24mpOGm3qmS_!!6000000007434-0-yinhe.jpg,DJI/大疆,15919,,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
26328,110046,大疆 DJI Mavic 3 Pro 御3三摄旗舰航拍机 DJI Mavic 3 Pro Cine 高清专业大师版航拍器 大疆无人机,https://img.alicdn.com/bao/uploaded/O1CN01sMwK441ZlDtTjUIwv_!!6000000003234-0-yinhe.jpg,DJI/大疆,15919,,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
27280,"6,110,046",【政府补贴15%】大疆 DJI Mini 4 Pro 全能迷你航拍机 入门级无人机 高清专业无损竖拍 全向主动避障拍摄,https://img.alicdn.com/bao/uploaded/O1CN01TRBTYs1PmSp1Qn2To_!!6000000001883-0-yinhe.jpg,DJI/大疆,4309,,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
41433,6,大疆 DJI Air 3S 双摄旗舰航拍无人机专业高清全向主动避障跟拍机,https://img.alicdn.com/bao/uploaded/O1CN013rCPUO1p9hJTC2hFr_!!6000000005318-0-yinhe.jpg,DJI/大疆,6988,,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
62252,null,明基PD2705U显示器27英寸4K专业设计Mac苹果5K修图typec护眼屏幕,https://img.alicdn.com/bao/uploaded/O1CN01R5piRp22iaH7PfwhQ_!!6000000007154-0-yinhe.jpg,Benq/明基,3699,满3599减100,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
61495,null,12期分期免息】盈通AMD9070/9070XT樱瞳花嫁水着设计独立游戏显卡,https://img.alicdn.com/bao/uploaded/O1CN01Ik7tPl1o4pVYPcrJJ_!!6000000005172-0-yinhe.jpg,yeston/盈通,5299,官方立减500元,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
61932,6,（政府补贴20%）Acer宏碁新品暗影骑士擎7  2025款酷睿i7 5060满血独显大学生游戏本办公设计电竞笔记本电脑,https://img.alicdn.com/bao/uploaded/O1CN01YYxeTM1JBTA73f3ps_!!6000000000990-0-yinhe.jpg,Acer/宏碁,8749,限时优惠250元,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1562842,102386,【限时直降300元】华硕天选4 AMD锐龙版R7 7735H/RTX4050 15.6英寸游戏本电脑RTX4050电竞学生手提办公设计本,https://img.alicdn.com/bao/uploaded/O1CN01zzM6Ow1bQjP8bU7Hf_!!6000000003460-0-yinhe.jpg,Asus/华硕,5599,喵速达直降500元,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1563080,102386,【政府补贴20%】华硕天选6 Pro高性能Ultra英特尔酷睿HX RTX5060游戏本16英寸电竞笔记本电脑RTX5070学生设计,https://img.alicdn.com/bao/uploaded/i4/2213856588863/O1CN01hkY10e2FLJIOPA15M_!!2-item_pic.png,Asus/华硕,8199,喵速达直降600元,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
57485,null,【政府补贴20%】华硕天选5 AMD锐龙R7 8845H 15.6英寸AI游戏本笔记本电脑RTX4060电竞本学生设计本,https://img.alicdn.com/bao/uploaded/O1CN01307BAn1Q7X47hW3GU_!!6000000001929-0-yinhe.jpg,Asus/华硕,6599,,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
65594,null,【政府补贴20%】ROG幻16 Air 2025 酷睿U9 285H 16英寸 2.5K星云屏设计师轻薄游戏华硕笔记本电脑5080显卡,https://img.alicdn.com/bao/uploaded/O1CN01F4A9mw1Dd3JAl7xAf_!!6000000000238-0-yinhe.jpg,Asus/华硕,15999,,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
14954,110046,【政府补贴立减20%】HP惠普光影精灵10/暗影英特尔酷睿i7 RTX4060设计学习办公游戏笔记本电脑官方旗舰店官网,https://img.alicdn.com/bao/uploaded/O1CN01vMsoHm1c5UWzuXod1_!!6000000003549-0-yinhe.jpg,HP/惠普,5499,,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1563868,102386,【国家补贴20%+400补贴】联想ThinkBook16p AMD锐龙R9-8945HX  RTX5060独显 2.5K学生办公设计笔记本电脑,https://img.alicdn.com/bao/uploaded/O1CN01hOujtQ1T09XIwfzQQ_!!6000000002319-0-yinhe.jpg,ThinkPad,8999,满5000减500,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
60899,null,【政府补贴20%】ThinkPad X9 14/15 Aura AI元启版英特尔酷睿Ultra7/9 32G 1T2T轻薄商务办公学生笔记本电脑,https://img.alicdn.com/bao/uploaded/O1CN01RmqdAF1QO1ItKKf27_!!6000000001965-0-yinhe.jpg,ThinkPad,12999,补贴1000元,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
65195,null,【政府补贴20%】联想ThinkPad T14P 2025款酷睿Ultra7/9 14英寸独显工程设计商务办公轻薄笔记本电脑官方旗舰,https://img.alicdn.com/bao/uploaded/O1CN01nknFnf1L3nY59MLJ4_!!6000000001244-0-yinhe.jpg,ThinkPad,5999,满3999减1000,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1562797,102386,[国家补贴20%]联想拯救者Y7000P 酷睿Ultra7 255HX RTX5060 AI高静游戏本电竞笔记本电脑 联想学生笔记本电脑,https://img.alicdn.com/bao/uploaded/O1CN01PmAr4G1hzRB2R1WLw_!!6000000004348-0-yinhe.jpg,联想官方旗舰店,9999,,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1563456,102386,【国家补贴20%】联想YOGA Air 14 Aura AI元启版 酷睿Ultra7-258V 14英寸触控轻薄本笔记本电脑高端办公正品,https://img.alicdn.com/bao/uploaded/O1CN01GZXZRM1g3RMTZowJY_!!6000000004086-0-yinhe.jpg,联想官方旗舰店,9289,,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,90,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
109075,null,fstop摄影包AJNA专业户外徒步摄影双肩包旅行登山内胆相机包,https://img.alicdn.com/bao/uploaded/O1CN010URmKW1CE23Zg1Rvp_!!6000000000048-0-yinhe.jpg,f-stop,2059,满2000减200,3C数码配件,1,utilitarian_symbolic,实用+symbolic,symbolic,83,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
47841,null,godox神牛V100 V1Pro闪光灯圆头锂电池V1单反相机摄影佳能索尼富士户外人像拍照外置热靴外拍机顶灯高速同步,https://img.alicdn.com/bao/uploaded/O1CN01bBxnwV1kg8zomzdgq_!!6000000004712-0-yinhe.jpg,神牛,1143,满1000减30,3C数码配件,1,utilitarian_symbolic,实用+symbolic,symbolic,83,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
60383,null,（旗舰品）神牛V100圆头相机闪光灯100W机顶灯热靴TTL高速同步中文菜单全域快门佳能单反索尼尼康外拍灯,https://img.alicdn.com/bao/uploaded/O1CN01Gwvh6e1Y8SlTHYkC1_!!6000000003014-0-yinhe.jpg,神牛,1813,满2000减40,3C数码配件,1,utilitarian_symbolic,实用+symbolic,symbolic,83,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
65348,null,神牛V100机顶闪光灯100w外拍热靴灯索尼佳能富士人像婚纱摄影跟拍高速同步TTL外置相机闪光灯触摸屏,https://img.alicdn.com/bao/uploaded/O1CN01BMeOLx21Sj9D9VY25_!!6000000006984-0-yinhe.jpg,神牛,1813,1件8.5折,3C数码配件,1,utilitarian_symbolic,实用+symbolic,symbolic,83,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
27886,110046,大疆 DJI Flip 全能 Vlog 无人机航拍专业高清防抖AI智能跟拍迷你航拍户外露营旅游入门级语音遥控无人机,https://img.alicdn.com/bao/uploaded/O1CN01h6OaKN1sdsG2aOCkG_!!6000000005790-0-yinhe.jpg,DJI/大疆,2788,,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,83,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
45355,89512,【政府补贴立减15%】Meizu星纪魅族AR智能眼镜StarV View高清观影眼镜便携屏ai眼镜vr私人影院vision pro平替,https://img.alicdn.com/bao/uploaded/O1CN01FCDMvP28TpNuXuCXj_!!6000000007934-0-yinhe.jpg,Meizu/魅族,1699,满3299减1600,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,83,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
31579,110046,【政府补贴手表】OPPO Watch X全智能手表新品esim独立通信专业运动手表健康心率血氧监测长续航防水,https://img.alicdn.com/bao/uploaded/O1CN01sZBlux1mJMoqG0icp_!!6000000004933-0-yinhe.jpg,OPPO,1699,,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,83,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
45320,null,【政府补贴15%】荣耀手表4 Pro 智能手表镜月翡翠风范设计10天超长续航 eSIM通话手表荣耀官方旗舰店,https://img.alicdn.com/bao/uploaded/O1CN019xR1Oa1fphKchyIco_!!6000000004056-0-yinhe.jpg,honor/荣耀,1299,,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,83,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
28712,110046,【政府补贴】Razer雷蛇黑寡妇蜘蛛V4专业版游戏机械键盘幻彩灯光,https://img.alicdn.com/bao/uploaded/O1CN01BW1D1X1hhZXe0GAJQ_!!6000000004309-0-yinhe.jpg,Razer/雷蛇,1599,官方8.5折,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,83,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
65186,null,Razer雷蛇毒蝰V3专业版Pro Faker限定款无线电竞电脑CS游戏鼠标,https://img.alicdn.com/bao/uploaded/O1CN01mNlfcr1km6RfQuQsE_!!6000000004725-0-yinhe.jpg,Razer/雷蛇,1399,满429减300,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,83,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1245746,80548,适用vivox100s手机壳新款电镀真皮x100全包ultra保护套头层牛皮x100spro+镜头防摔高档x200pro高档奢华潮男女,https://img.alicdn.com/bao/uploaded/O1CN019KGI0x1OrfiYIucl9_!!6000000001759-0-yinhe.jpg,CUUSEY/酷形,48,满24减2,3C数码配件,1,utilitarian_symbolic,实用+symbolic,symbolic,75,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
1547626,102394,GoPro13影石acepro2配件宠物背带第一人称视角拍摄固定支架狗狗猫咪视角相机配件运动相机胸前背部固定视角,https://img.alicdn.com/bao/uploaded/O1CN01n78UVp1tKT15ePH4w_!!6000000005883-2-yinhe.png,YOOCUANG,30.4,满10减2,3C数码配件,1,utilitarian_symbolic,实用+symbolic,symbolic,75,工具/科技/创作相关品类；产品可标记专业、创作、技术或玩家身份；标题含专业/旗舰/创作身份线索,raw_catalog
